Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Chiều ngang,Chiều dài,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Giấy tờ pháp lý
"4,6 tỷ","Đường Trần Phú, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",50.5 m²,5 m,10.1 m,4 phòng,4 phòng,2,Đã có sổ
"2,99 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,44 m²,4 m,11 m,4 phòng,3 phòng,3,Đã có sổ
"4,22 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,66 m²,5.5 m,12 m,4 phòng,N/A,N/A,Đã có sổ
32 tỷ,"Đường Phan Văn Khoẻ, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",222.2 m²,4 m,30 m,2 phòng,1 phòng,1,Đã có sổ
"2,7 tỷ","Đường Trần Hưng Đạo, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",12 m²,N/A,N/A,3 phòng,3 phòng,N/A,Đã có sổ
"10,5 tỷ","2, Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,52 m²,3.8 m,14 m,6 phòng,6 phòng,4,Đã có sổ
"5,3 tỷ","Đường Trần Thúc Nhẫn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","Nhà mặt phố, mặt tiền",96 m²,5 m,19 m,3 phòng,2 phòng,2,Đã có sổ
"9,2 tỷ","Hẻm 175 Lê Hồng Phong, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40.5 m²,3.5 m,13 m,5 phòng,4 phòng,5,Đã có sổ
"30,68 tỷ","157C, Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",43.9 m²,3.5 m,12.6 m,5 phòng,N/A,5,Đã có sổ
"22,8 tỷ","Đường Ngô Quyền, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",100 m²,4 m,25 m,6 phòng,N/A,N/A,Đã có sổ
11 tỷ,"Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",60 m²,4 m,15 m,4 phòng,4 phòng,3,Đã có sổ
"3,6 tỷ","Đường Ngô Gia Tự, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",53.5 m²,5.3 m,11 m,4 phòng,4 phòng,2,Đã có sổ
"5,35 tỷ","Đường Trần Phú, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",33.8 m²,3.3 m,10 m,9 phòng,4 phòng,4,Đã có sổ
"5,98 tỷ","Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",29 m²,N/A,N/A,3 phòng,3 phòng,N/A,Đã có sổ
"9,5 tỷ","Đường Nguyễn Tri Phương, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",44 m²,3.6 m,12 m,3 phòng,3 phòng,4,Đã có sổ
"1,87 tỷ","Đường An Dương Vương, Phường 3, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",12 m²,4.5 m,12 m,3 phòng,3 phòng,N/A,Đã có sổ
"6,5 tỷ","Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,3.5 m,14 m,4 phòng,3 phòng,3,Đã có sổ
4 triệu/tháng,"256/31, Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"3,86 tỷ","Đường Tân Thành, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3 m,10 m,4 phòng,5 phòng,2,Đã có sổ
"4,23 tỷ","Đường Lưu Xuân Tín, Phường 10, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,4 m,10 m,4 phòng,4 phòng,2,Đã có sổ
"8,48 tỷ","Đường Nguyễn Trãi, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",53 m²,N/A,N/A,1 phòng,1 phòng,N/A,Đã có sổ
"3,93 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3 m,10 m,4 phòng,4 phòng,2,Đã có sổ
"11,7 tỷ","Đường Ngô Quyền, Phường 10, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,8 m,7 m,5 phòng,5 phòng,6,Đã có sổ
"10,5 tỷ","247, Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Nhà phố liền kề,50 m²,9 m,N/A,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,7,Đã có sổ
14 tỷ,"Đường An Bình, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",88 m²,N/A,N/A,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,44,Đã có sổ
10 triệu/tháng,"18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"9,09 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,N/A,N/A,5 phòng,6 phòng,N/A,Đã có sổ
"5,5 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",26 m²,N/A,N/A,3 phòng,2 phòng,N/A,Đã có sổ
"7,599 tỷ","Đường Dương Tử Giang, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",65 m²,4.4 m,15 m,2 phòng,3 phòng,3,Đã có sổ
"2,25 tỷ","Đường Nguyễn Biểu, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,4 m,13 m,4 phòng,4 phòng,3,Đã có sổ
"26,9 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",150 m²,7 m,22 m,6 phòng,N/A,N/A,Đã có sổ
"6,9 tỷ","387/20B, Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",64 m²,4 m,16 m,2 phòng,N/A,2,Đã có sổ
"12,5 tỷ","Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,48 m²,N/A,N/A,1 phòng,N/A,3,Đã có sổ
"3,85 tỷ","Đường Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3 m,10 m,5 phòng,6 phòng,3,Đã có sổ
"5,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3 m,11.5 m,3 phòng,N/A,N/A,Đã có sổ
"6,58 tỷ","Bán Nhà 3 Lầu Hẻm Trần Hưng Đạo P7 Q5., Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",51 m²,3.7 m,14 m,4 phòng,3 phòng,3,Đã có sổ
"2,15 tỷ","Đường Triệu Quốc Đạt, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","Nhà ngõ, hẻm",99 m²,8.2 m,12 m,3 phòng,N/A,2,Đã có sổ
"12,5 tỷ","Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",51 m²,N/A,N/A,4 phòng,N/A,4,Đã có sổ
"11,8 tỷ","Ký Hoà, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",50 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"3,23 tỷ","Đường Nguyễn Chí Thanh, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",48 m²,5 m,9.6 m,3 phòng,N/A,N/A,Đã có sổ
"8,99 tỷ","Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",30 m²,3.5 m,8 m,5 phòng,4 phòng,3,Đã có sổ
"9,1 tỷ","Đường Nguyễn Tri Phương, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",44 m²,N/A,N/A,5 phòng,6 phòng,5,Đã có sổ
"2,39 tỷ","Đường Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",12 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"3,12 tỷ","Nguyễn Trãi, Phường 14, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",62.5 m²,4 m,16.3 m,3 phòng,4 phòng,2,Đã có sổ
"4,25 tỷ","Đường Võ Văn Kiệt, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",23 m²,2.9 m,9 m,2 phòng,2 phòng,3,Đã có sổ
"26,5 tỷ","Đường Nguyễn Trãi, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",75 m²,4 m,19 m,4 phòng,4 phòng,3,Đã có sổ
17 tỷ,"Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,75 m²,N/A,N/A,4 phòng,N/A,5,Đã có sổ
"5,5 tỷ","Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","Nhà ngõ, hẻm",56 m²,4 m,14 m,4 phòng,N/A,N/A,Đã có sổ
"5,4 tỷ","278/26, Đường An Dương Vương, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,10 m,4 m,6 phòng,6 phòng,N/A,Đã có sổ
"3,58 tỷ","Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20 m²,4 m,5 m,1 phòng,1 phòng,N/A,Đã có sổ
"5,5 tỷ","Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,3 m,8 m,3 phòng,3 phòng,3,Đã có sổ
"5,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",31 m²,3 m,10.5 m,3 phòng,N/A,3,Đã có sổ
"2,99 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",27 m²,3 m,9 m,3 phòng,3 phòng,3,Đã có sổ
11 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",60 m²,4 m,14 m,3 phòng,3 phòng,4,Đã có sổ
5 tỷ,"Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20.1 m²,4 m,5 m,3 phòng,3 phòng,3,Đã có sổ
"4,5 tỷ","Đường Nguyễn Văn Cừ, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",36 m²,4 m,9 m,3 phòng,N/A,4,Đã có sổ
13 tỷ,"Đường An Bình, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",68 m²,4 m,17 m,6 phòng,6 phòng,5,Đã có sổ
29 tỷ,"Đường An Dương Vương, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",92 m²,4 m,23 m,6 phòng,N/A,N/A,Đã có sổ
"6,3 tỷ","Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,3 m,8 m,3 phòng,4 phòng,4,Đã có sổ
"4,58 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20.1 m²,2.9 m,7.6 m,2 phòng,2 phòng,2,Đã có sổ
17 tỷ,"Đường Trần Tuấn Khải, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",68 m²,4 m,17 m,5 phòng,6 phòng,5,Đã có sổ
"4,39 tỷ","Đường Võ Trường Toản, Phường 12, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,30 m²,5 m,6 m,4 phòng,5 phòng,5,Đã có sổ
"5,4 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",37.5 m²,N/A,N/A,2 phòng,N/A,2,Đã có sổ
"1,78 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
13 tỷ,"Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,52 m²,N/A,N/A,5 phòng,N/A,N/A,Đã có sổ
9 tỷ,"Đường Yết Kiêu, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",32.6 m²,4 m,8.15 m,1 phòng,1 phòng,1,Đã có sổ
"11,6 tỷ","Đường Nguyễn Trãi, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",58 m²,4 m,14.5 m,4 phòng,4 phòng,3,Đã có sổ
"2,54 tỷ","Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,N/A,N/A,4 phòng,3 phòng,N/A,Đã có sổ
"9,5 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",44 m²,3.6 m,12.8 m,3 phòng,3 phòng,4,Đã có sổ
50 tỷ,"Đường Hải Thượng Lãn Ông, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",100 m²,4 m,25 m,4 phòng,N/A,4,Đã có sổ
"3,35 tỷ","Đường Huỳnh Mẫn Đạt, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",25 m²,N/A,N/A,2 phòng,2 phòng,N/A,Đã có sổ
"9,8 tỷ","Đường Hùng Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",38.8 m²,3.5 m,11.2 m,3 phòng,4 phòng,3,Đã có sổ
11 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",58 m²,4.1 m,14 m,4 phòng,N/A,N/A,Đã có sổ
"10,5 tỷ","117, Đường Nguyễn Sơn, Phường Gia Thụy, Quận Long Biên, Hà Nội",Nhà phố liền kề,55 m²,4.5 m,N/A,4 phòng,4 phòng,5,Đã có sổ
"20,6 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",80 m²,N/A,N/A,6 phòng,N/A,N/A,Đã có sổ
"7,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",46 m²,4.6 m,10 m,4 phòng,3 phòng,3,Đã có sổ
"8,9 tỷ","Đường Trần Phú, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",80 m²,8.5 m,10 m,4 phòng,2 phòng,2,Đã có sổ
"4,58 tỷ","Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",29 m²,2.5 m,8 m,3 phòng,3 phòng,N/A,Đã có sổ
"2,98 tỷ","Đường Nguyễn Biểu, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"2,55 tỷ","Đường Nguyễn Biểu, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20 m²,N/A,N/A,4 phòng,3 phòng,4,Đã có sổ
13 tỷ,"Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",55 m²,4 m,13.5 m,5 phòng,5 phòng,5,Đã có sổ
"6,6 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,N/A,N/A,2 phòng,2 phòng,N/A,Đã có sổ
8 triệu/tháng,"120/, Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Đã có sổ
"3,5 tỷ","29, Ap phú thanh, Xã Phước Lý, Huyện Cần Giuộc, Long An",N/A,242 m²,9 m,27 m,N/A,N/A,N/A,Đã có sổ
"8,2 tỷ","Hồng Bàng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",50 m²,3.4 m,15 m,4 phòng,3 phòng,3,Đã có sổ
"2,95 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",25 m²,N/A,N/A,3 phòng,4 phòng,3,Đã có sổ
"7,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",53 m²,4 m,14 m,2 phòng,N/A,2,Đã có sổ
11 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",120 m²,N/A,N/A,5 phòng,3 phòng,2,Đã có sổ
"4,16 tỷ","Đường Phù Đổng Thiên Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,65.8 m²,4.7 m,14 m,5 phòng,6 phòng,5,Đã có sổ
"3,26 tỷ","Đường Võ Văn Kiệt, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20 m²,2 m,10 m,4 phòng,4 phòng,2,Đã có sổ
"1,32 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",18 m²,N/A,N/A,3 phòng,3 phòng,1,Đã có sổ
"13,5 tỷ","Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",50 m²,3.8 m,13 m,4 phòng,N/A,5,Đã có sổ
"4,33 tỷ","Đường Huỳnh Mẫn Đạt, Phường 14, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",60.72 m²,4.6 m,13.2 m,3 phòng,4 phòng,2,Đã có sổ
"10,8 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",45 m²,3.5 m,13 m,5 phòng,N/A,4,Đã có sổ
"27,5 tỷ","Đường Ngô Quyền, Phường 8, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",82 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"10,5 tỷ","Đường Lê Hồng Phong, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",25.7 m²,N/A,N/A,2 phòng,2 phòng,N/A,Đã có sổ
"11,5 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,46 m²,3.7 m,13 m,5 phòng,6 phòng,4,Đã có sổ
"7,4 tỷ","Đường Bùi Hữu Nghĩa, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",65.5 m²,4.1 m,16 m,6 phòng,6 phòng,3,Đã có sổ
"4,59 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3 m,10 m,5 phòng,6 phòng,4,Đã có sổ
"5,2 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20.1 m²,N/A,N/A,3 phòng,3 phòng,N/A,Đã có sổ
"4,865 tỷ","Đường Trần Hòa, Phường 10, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",45 m²,4.5 m,10 m,4 phòng,5 phòng,2,Đã có sổ
"5,8 tỷ","Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",31 m²,3 m,11.7 m,3 phòng,3 phòng,3,Đã có sổ
12 tỷ,"Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",62.5 m²,4 m,16 m,5 phòng,5 phòng,4,Đã có sổ
"1,1 triệu/tháng","84, Nguyễn Tất Thành, Phường 13, Quận 4, Tp Hồ Chí Minh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9 tỷ,"Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,3.2 m,13 m,5 phòng,6 phòng,5,Đã có sổ
"7,6 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",29 m²,4 m,9 m,4 phòng,3 phòng,3,Đã có sổ
"12,5 tỷ","Đường Hùng Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",Nhà biệt thự,55 m²,4.05 m,14 m,5 phòng,5 phòng,5,Đã có sổ
"9,5 tỷ","Đường Võ Trường Toản, Phường 12, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",54 m²,3.5 m,15.5 m,5 phòng,4 phòng,4,Đã có sổ
"3,25 tỷ","Đường Nguyễn Trãi, Phường 14, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20 m²,N/A,N/A,4 phòng,3 phòng,3,Đã có sổ
"3,39 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,3 m,10 m,3 phòng,4 phòng,4,Đã có sổ
31 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",100 m²,5 m,N/A,6 phòng,N/A,N/A,Đã có sổ
"5,18 tỷ","Đường Bùi Hữu Nghĩa, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,4 m,10 m,4 phòng,3 phòng,2,Đã có sổ
"9,5 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",46 m²,3.65 m,12.8 m,3 phòng,N/A,N/A,Đã có sổ
"4,25 tỷ","Đường Huỳnh Mẫn Đạt, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",65 m²,5 m,13 m,3 phòng,N/A,N/A,Đã có sổ
"6,8 tỷ","Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",26.8 m²,3.35 m,8 m,2 phòng,3 phòng,4,Đã có sổ
"4,5 tỷ","Nguyễn Văn Cừ, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",21 m²,3.5 m,6 m,3 phòng,N/A,5,Đã có sổ
"4,1 tỷ","Đường Võ Văn Kiệt, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",38 m²,3.8 m,10 m,2 phòng,2 phòng,2,Đã có sổ
"5,8 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,N/A,9.3 m,3 phòng,4 phòng,4,Đã có sổ
"4,2 tỷ","AN DƯƠNG VƯƠNG, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",36 m²,N/A,N/A,3 phòng,3 phòng,N/A,Đã có sổ
"2,55 tỷ","Đường Lê Hồng Phong, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",26 m²,N/A,N/A,4 phòng,3 phòng,4,Đã có sổ
"5,8 tỷ","Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",31 m²,3 m,10 m,3 phòng,3 phòng,N/A,Đã có sổ
"6,5 tỷ","900/, Đường Trần Hưng Đạo, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",49 m²,3.5 m,14 m,3 phòng,3 phòng,3,Đã có sổ
38 tỷ,"Trầ, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",64 m²,4 m,16 m,2 phòng,2 phòng,4,Đã có sổ
"8,95 tỷ","Đường Nguyễn Trãi, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",46 m²,3.3 m,14 m,1 phòng,1 phòng,1,Đã có sổ
3 tỷ,"Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",21 m²,N/A,N/A,6 phòng,3 phòng,N/A,Đã có sổ
"6,3 tỷ","835, Đường Trần Hưng Đạo, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",33 m²,3 m,11 m,3 phòng,3 phòng,3,Đã có sổ
"6,6 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,3.5 m,7 m,2 phòng,3 phòng,2,Đã có sổ
36 tỷ,"Đường Sư Vạn Hạnh, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",64 m²,4 m,16 m,7 phòng,5 phòng,5,Đã có sổ
"4,8 triệu/tháng","Đường số 27, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"1,66 tỷ","Đường Huỳnh Mẫn Đạt, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"1,86 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"6,1 tỷ","Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,3 m,13.5 m,1 phòng,1 phòng,2,Đã có sổ
11 triệu/tháng,"961, hau giang p11 q 6, Phường 11, Quận 6, Tp Hồ Chí Minh",N/A,N/A,N/A,N/A,2 phòng,2 phòng,N/A,Sổ hồng riêng
"6,55 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",23.1 m²,3.7 m,7 m,4 phòng,N/A,N/A,Đã có sổ
"4,1 tỷ","Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh",Nhà phố liền kề,75 m²,5 m,15 m,4 phòng,5 phòng,N/A,Đã có sổ
"6,59 tỷ","Đường Trần Bình Trọng, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",60 m²,4 m,15 m,3 phòng,3 phòng,2,Đã có sổ
"7,4 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",39 m²,3.9 m,10 m,4 phòng,N/A,N/A,Đã có sổ
10 tỷ,"Đường Hải Thượng Lãn Ông, Phường 14, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",70 m²,N/A,N/A,6 phòng,N/A,N/A,Đã có sổ
10 tỷ,"Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",28 m²,3.5 m,8 m,3 phòng,N/A,N/A,Đã có sổ
